primaryTitle,startYear,runtimeMinutes,genres,region,language,averageRating,numVotes
The Shop Around the Corner,1940,99,"Comedy,Drama,Romance",IN,en,8.0,42404
South of Suez,1940,86,"Drama,Mystery",IN,en,6.4,218
They Drive by Night,1940,95,"Crime,Drama,Film-Noir",IN,en,7.2,9878
The Thief of Bagdad,1940,106,"Adventure,Family,Fantasy",IN,hi,7.4,15513
Vigil in the Night,1940,96,"Drama,Romance",IN,en,6.7,1125
Waterloo Bridge,1940,108,"Drama,Romance,War",IN,en,7.7,11623
The Way of All Flesh,1940,86,"Crime,Drama,Romance",IN,en,6.8,134
Westbound Stage,1939,57,"Drama,Music,Western",IN,en,5.9,57
Belle Starr,1941,87,"Drama,Western",IN,en,5.7,1107
The Big Boss,1941,70,"Crime,Drama",IN,en,6.0,72
The Bride Came C.O.D.,1941,92,"Comedy,Romance",IN,en,6.9,3943
Buck Privates,1941,84,"Comedy,Musical,War",IN,en,7.0,4981
Citizen Kane,1941,119,"Drama,Mystery",IN,en,8.2,487701
Come Live with Me,1941,86,"Comedy,Romance",IN,en,7.0,2755
Confirm or Deny,1941,74,"Drama,War",IN,en,6.3,349
Suicide Squadron,1941,82,"Drama,Romance,War",IN,en,6.2,537
Darshan,1941,\N,\N,IN,\N,7.4,12
Devatha,1941,186,Drama,IN,\N,7.2,18
The Devil and Daniel Webster,1941,107,"Drama,Fantasy,Romance",IN,en,7.6,6331
Dressed to Kill,1941,74,"Crime,Drama,Film-Noir",IN,en,6.4,1295
Dumbo,1941,64,"Adventure,Animation,Drama",IN,en,7.2,149240
Somewhere in France,1942,87,"Adventure,Drama,War",IN,en,6.8,427
The Invaders,1941,123,"Drama,Thriller,War",IN,en,7.3,8334
The Gay Falcon,1941,67,"Crime,Drama,Film-Noir",IN,en,6.5,1380
High Sierra,1941,100,"Action,Adventure,Drama",IN,en,7.5,20644
Hold That Ghost,1941,86,"Comedy,Crime,Horror",IN,hi,7.2,4543
Mr. Bug Goes to Town,1941,78,"Animation,Comedy,Family",IN,en,6.9,1538
How Green Was My Valley,1941,118,"Drama,Family",IN,en,7.7,28503
In the Navy,1941,86,Comedy,IN,en,6.7,3323
Invisible Ghost,1941,64,"Crime,Drama,Horror",IN,en,5.3,2893
It Started with Eve,1941,90,"Comedy,Music,Romance",IN,en,7.6,2116
Jhoola,1941,177,Drama,IN,\N,7.0,16
Keep 'Em Flying,1941,86,Comedy,IN,en,6.5,1856
The Little Foxes,1941,116,"Drama,Romance",IN,en,7.9,13907
The Maltese Falcon,1941,100,"Crime,Drama,Film-Noir",IN,en,7.9,172528
Man Hunt,1941,105,"Crime,Drama,Romance",IN,en,7.2,6839
Man Made Monster,1941,59,"Drama,Horror,Romance",IN,en,6.1,2073
Million Dollar Baby,1941,100,"Comedy,Romance",IN,en,6.4,582
Mr. & Mrs. Smith,1941,95,"Comedy,Romance",IN,en,6.3,12054
Never Give a Sucker an Even Break,1941,71,"Comedy,Musical",IN,en,7.0,2756
Out of the Fog,1941,85,"Crime,Drama,Film-Noir",IN,en,6.7,2523
Mister V,1941,120,"Adventure,Drama,Thriller",IN,en,7.2,1980
Rage in Heaven,1941,85,"Drama,Thriller",IN,en,6.4,1410
Stormy Waters,1941,91,"Action,Drama,Romance",IN,en,7.2,1765
River's End,1940,69,"Action,Drama,Western",IN,en,6.1,196
The Round Up,1941,90,"Drama,Western",IN,en,6.2,53
The Sea Wolf,1941,100,"Adventure,Drama",IN,en,7.5,4872
Sergeant York,1941,134,"Biography,Drama,History",IN,en,7.7,20910
The Shepherd of the Hills,1941,98,"Adventure,Drama,Romance",IN,en,6.9,2784
Shining Victory,1941,80,Drama,IN,en,6.5,832
Six Lessons from Madame La Zonga,1941,62,"Adventure,Comedy,Music",IN,en,5.7,54
The Strawberry Blonde,1941,99,"Comedy,Romance",IN,en,7.2,4597
Sullivan's Travels,1941,90,"Adventure,Comedy,Drama",IN,en,7.9,30249
Suspicion,1941,99,"Drama,Film-Noir,Mystery",IN,en,7.2,45636
The Texas Marshal,1941,59,"Drama,Western",IN,en,6.6,45
That Hamilton Woman,1941,125,"Drama,History,Romance",IN,en,7.2,5423
That Uncertain Feeling,1941,84,Comedy,IN,en,6.6,3247
They Met in Bombay,1941,92,"Adventure,Comedy,Crime",IN,en,6.6,1486
Week-End in Havana,1941,81,"Comedy,Musical,Romance",IN,en,6.5,779
Western Union,1941,95,"History,Western",IN,en,6.7,3538
Wild Geese Calling,1941,77,"Drama,Romance",IN,en,6.4,132
A Yank in the RAF,1941,98,"Action,Adventure,Drama",IN,en,6.3,1651
Across the Pacific,1942,97,"Action,Adventure,Drama",IN,en,6.8,5672
All Through the Night,1942,107,"Action,Comedy,Crime",IN,en,7.1,5333
Along the Sundown Trail,1942,57,"Drama,Music,Western",IN,en,5.8,19
Arabian Nights,1942,86,"Action,Adventure,Comedy",IN,en,6.1,1799
Bambi,1942,69,"Adventure,Animation,Drama",IN,en,7.3,162471
Beyond the Blue Horizon,1942,76,"Action,Adventure,Comedy",IN,en,6.0,139
The Big Shot,1942,82,"Crime,Drama,Film-Noir",IN,en,6.7,1444
The Black Swan,1942,87,"Adventure,Drama",IN,en,6.7,5436
Broadway,1942,91,"Crime,Drama,Music",IN,en,6.3,145
Casablanca,1942,102,"Drama,Romance,War",IN,en,8.5,642562
The Avengers,1942,87,"Drama,War",IN,en,6.1,652
Desperate Journey,1942,107,"Drama,War",IN,en,6.9,2760
Edge of Darkness,1943,119,"Drama,War",IN,en,7.2,3342
The Ghost of Frankenstein,1942,67,"Drama,Horror,Sci-Fi",IN,en,6.1,7799
The Goose Steps Out,1942,79,Comedy,IN,en,6.5,556
The Hard Way,1943,109,"Drama,Music,Romance",IN,en,7.1,1678
I Married a Witch,1942,77,"Comedy,Fantasy,Romance",IN,en,7.1,10567
Joan of Paris,1942,91,"Drama,Romance,War",IN,en,6.8,988
The Jungle Book,1942,108,"Action,Adventure,Family",IN,en,6.7,4962
Keeper of the Flame,1942,100,"Drama,Mystery",IN,en,6.7,3543
"Larceny, Inc",1942,95,Comedy,IN,en,7.3,3330
The Major and the Minor,1942,100,"Comedy,Romance",IN,en,7.3,8272
Manpower,1941,104,"Comedy,Drama",IN,en,6.6,1856
Men of Texas,1942,82,"Drama,History,Western",IN,en,6.5,49
Muqabala,1942,133,\N,IN,en,6.0,13
My Favorite Blonde,1942,78,Comedy,IN,en,7.0,1726
"Now, Voyager",1942,117,"Drama,Romance",IN,en,7.8,20341
Pittsburgh,1942,92,"Action,Drama,Romance",IN,en,6.4,1671
Why We Fight,1942,52,"Documentary,War",IN,hi,7.0,2548
La razón de la culpa,1943,96,"Drama,Romance",IN,en,6.8,29
Rio Rita,1942,91,"Comedy,Music,War",IN,en,6.0,1329
Saugandh,1942,\N,Drama,IN,\N,6.6,7
Seven Days' Leave,1942,87,"Comedy,Musical,Romance",IN,en,5.9,435
Sharda,1942,122,"Comedy,Drama,Family",IN,\N,6.9,25
Sherlock Holmes and the Secret Weapon,1942,68,"Adventure,Crime,Drama",IN,en,6.5,7172
Station Master,1942,157,Drama,IN,\N,6.2,15
Tarzan's New York Adventure,1942,71,"Action,Adventure",IN,en,6.5,3791
Ten Gentlemen from West Point,1942,102,"Adventure,Drama,History",IN,en,6.0,361
To Be or Not to Be,1942,99,"Comedy,Romance,War",IN,en,8.1,48446
Whistling in Dixie,1942,74,"Comedy,Crime,Mystery",IN,en,6.6,749
Who Done It?,1942,77,"Comedy,Mystery",IN,en,7.3,2880
Yankee Doodle Dandy,1942,126,"Biography,Drama,Family",IN,en,7.6,17792
Action in the North Atlantic,1943,126,"Drama,War",IN,en,7.0,4862
Air Force,1943,124,"Action,Drama,History",IN,en,7.0,4116
Assignment in Brittany,1943,96,"Adventure,Drama,Romance",IN,en,6.7,378
Background to Danger,1943,80,"Drama,Thriller,War",IN,en,6.4,1762
Bomber's Moon,1943,67,"Drama,War",IN,en,6.1,101
The Fighting Guerrillas,1943,73,"Action,Drama,War",IN,en,6.5,284
The Constant Nymph,1943,112,"Drama,Music,Mystery",IN,en,6.7,1688
The Crystal Ball,1943,81,"Comedy,Mystery,Romance",IN,en,6.5,926
The Dancing Masters,1943,63,"Comedy,Romance",IN,en,6.1,1208
Du Barry Was a Lady,1943,101,"Comedy,Musical,Romance",IN,en,6.2,1851
The Fallen Sparrow,1943,94,"Crime,Drama,Film-Noir",IN,en,6.6,2101
Fired Wife,1943,75,"Comedy,Romance",IN,en,5.7,31
Five Graves to Cairo,1943,96,"Drama,Thriller,War",IN,en,7.3,7462
Gauri,1943,\N,\N,IN,\N,9.3,13
The Gentle Sex,1943,92,"Comedy,Drama,Romance",IN,en,6.2,548
Government Girl,1943,94,Romance,IN,en,5.6,646
Guadalcanal Diary,1943,93,"Drama,War",IN,en,6.7,2382
A Guy Named Joe,1943,120,"Drama,Fantasy,Romance",IN,en,6.9,3174
Hamari Baat,1943,\N,\N,IN,\N,8.9,13
Hangmen Also Die!,1943,134,"Drama,Film-Noir,Thriller",IN,en,7.4,7185
Hit the Ice,1943,82,Comedy,IN,en,6.7,1821
Holy Matrimony,1943,87,"Comedy,Drama",IN,en,7.2,969
In Old Oklahoma,1943,102,"Drama,Western",IN,en,6.3,1693
Jack London,1943,94,"Adventure,Biography,War",IN,en,5.1,494
Junge Adler,1944,107,Drama,IN,en,4.1,74
Lady of Burlesque,1943,91,"Comedy,Horror,Music",IN,en,6.2,3089
Lassie Come Home,1943,89,"Adventure,Drama,Family",IN,en,7.1,6306
Let's Face It,1943,76,"Comedy,Musical,Romance",IN,en,6.0,226
Madame Curie,1943,124,"Biography,Drama,Romance",IN,en,7.2,3490
Ein Mann mit Grundsätzen?,1943,93,Comedy,IN,en,6.8,31
Mr. Lucky,1943,100,"Comedy,Crime,Romance",IN,en,7.1,3840
Northern Pursuit,1943,93,"Adventure,Drama,Romance",IN,en,6.6,1717
Phantom Lady,1944,87,"Crime,Drama,Film-Noir",IN,en,7.2,6342
Princess O'Rourke,1943,94,"Comedy,Romance",IN,en,6.7,1647
Shadow of a Doubt,1943,108,"Drama,Film-Noir,Mystery",IN,en,7.8,74225
Son of Dracula,1943,80,"Drama,Fantasy,Horror",IN,en,6.1,6913
The Song of Bernadette,1943,156,"Biography,Drama,Mystery",IN,en,7.6,8234
Song of Russia,1944,107,"Drama,Music,Romance",IN,en,5.8,340
This Is the Army,1943,125,Musical,IN,en,5.8,1444
Day of Wrath,1943,97,"Drama,History",IN,en,8.1,11807
Watch on the Rhine,1943,114,"Drama,Thriller",IN,en,7.1,5356
White Savage,1943,76,"Adventure,Drama",IN,en,5.8,255
Action in Arabia,1944,75,"Crime,Drama,Romance",IN,en,6.2,636
And Now Tomorrow,1944,86,"Drama,Romance",IN,en,6.8,503
Arsenic and Old Lace,1944,118,"Comedy,Crime,Thriller",IN,en,7.9,77874
Barbary Coast Gent,1944,87,"Comedy,Crime,Romance",IN,en,6.2,223
Bathing Beauty,1944,101,"Comedy,Musical",IN,en,6.4,2053
The Big Noise,1944,74,"Action,Adventure,Comedy",IN,en,6.3,1519
Buffalo Bill,1944,90,"Drama,Western",IN,en,6.4,1807
Candlelight in Algeria,1943,86,"Drama,Mystery,War",IN,en,6.2,550
The Nail,1944,99,"Crime,Drama,Romance",IN,en,6.7,247
The Conspirators,1944,101,"Drama,Romance,Thriller",IN,en,6.6,1742
Cover Girl,1944,107,"Comedy,Music,Musical",IN,en,6.7,6341
Dark Waters,1944,90,"Drama,Film-Noir,Mystery",IN,en,6.5,1187
The Desert Song,1943,95,"Adventure,Musical,War",IN,en,5.8,372
Double Indemnity,1944,107,"Crime,Drama,Film-Noir",IN,en,8.3,177649
The Eve of St. Mark,1944,96,"Drama,War",IN,en,5.9,265
While Nero Fiddled,1944,65,"Adventure,Comedy,Fantasy",IN,en,5.4,138
The Fighting Lady,1944,61,"Documentary,History,War",IN,en,7.2,681
Four Jills in a Jeep,1944,89,"Comedy,Drama,Music",IN,en,6.2,579
"Roger Touhy, Gangster",1944,65,"Biography,Crime,Drama",IN,en,6.8,83
Gaslight,1944,114,"Crime,Drama,Mystery",IN,en,7.8,36874
Home in Indiana,1944,106,"Adventure,Drama,Romance",IN,en,6.5,565
The Hour Before the Dawn,1944,74,"Drama,Romance,War",IN,en,5.7,295
I'll Be Seeing You,1944,85,"Drama,Family,Romance",IN,en,7.1,2716
In Our Time,1944,110,"Drama,Music,Mystery",IN,en,6.6,642
The Invisible Man's Revenge,1944,78,"Crime,Horror,Mystery",IN,en,5.7,3079
Irish Eyes Are Smiling,1944,90,"Drama,Music,Romance",IN,en,6.0,216
It Happened Tomorrow,1944,85,"Comedy,Fantasy,Romance",IN,en,7.0,3201
Jane Eyre,1943,97,"Drama,Romance",IN,en,7.4,10109
Jungle Woman,1944,61,"Drama,Fantasy,Horror",IN,en,4.6,612
Laura,1944,88,"Drama,Film-Noir,Mystery",IN,en,7.9,54687
The Lodger,1944,84,"Crime,Horror,Mystery",IN,en,7.0,4337
The Mask of Dimitrios,1944,95,"Crime,Drama,Film-Noir",IN,en,7.2,4336
Meet the People,1944,100,"Comedy,Musical",IN,en,5.7,501
Ministry of Fear,1944,86,"Crime,Drama,Film-Noir",IN,en,7.1,9474
"Murder, My Sweet",1944,95,"Crime,Drama,Film-Noir",IN,en,7.5,15859
National Velvet,1944,123,"Drama,Family,Sport",IN,hi,7.3,8638
On Approval,1944,80,"Comedy,Romance",IN,en,7.1,784
Passage to Marseille,1944,109,"Adventure,Drama,Romance",IN,en,6.8,5452
Pehle Aap,1944,\N,Drama,IN,\N,7.0,9
Phool,1945,122,Drama,IN,hi,7.7,16
Pin Up Girl,1944,84,"Comedy,Musical,Romance",IN,en,6.0,894
Ramshastri,1944,122,Drama,IN,\N,6.9,15
The Rats of Tobruk,1944,92,"Action,Drama,War",IN,en,5.4,348
Ratan,1944,118,"Musical,Romance",IN,hi,7.2,46
Army,1944,87,"Drama,War",IN,en,6.4,478
"See Here, Private Hargrove",1944,101,"Comedy,Romance,War",IN,en,6.2,602
Seven Days Ashore,1944,74,"Comedy,Musical,Romance",IN,en,5.4,230
Show Business,1944,92,"Comedy,Musical,Romance",IN,en,6.4,257
The Story of Dr. Wassell,1944,140,"Action,Adventure,Drama",IN,en,6.5,1193
The Thin Man Goes Home,1944,100,"Comedy,Crime,Film-Noir",IN,en,7.3,6746
3 Men in White,1944,85,"Comedy,Drama,Romance",IN,en,6.1,338
The Tiger Woman,1944,196,"Adventure,Thriller",IN,en,6.6,171
To Have and Have Not,1944,100,"Adventure,Comedy,Drama",IN,en,7.8,40352
Together Again,1944,93,"Comedy,Romance",IN,en,6.7,917
Towards the Light,1944,122,Drama,IN,hi,7.3,40
Uncertain Glory,1944,102,"Crime,Drama,Romance",IN,en,7.1,1629
Up in Arms,1944,105,"Comedy,Musical",IN,en,6.1,1233
Wilson,1944,154,"Biography,Drama,History",IN,en,6.3,1821
The Woman in the Window,1944,107,"Crime,Drama,Film-Noir",IN,en,7.6,19069
The Facts of Love,1945,83,"Comedy,Drama",IN,en,6.5,69
The Affairs of Susan,1945,110,"Comedy,Drama,Romance",IN,hi,6.5,464
Along Came Jones,1945,90,"Comedy,Romance,Western",IN,en,6.5,2613
Bambú,1945,98,Comedy,IN,en,5.8,52
Blonde from Brooklyn,1945,65,"Comedy,Music",IN,en,5.6,96
The Body Snatcher,1945,78,"Horror,Thriller",IN,en,7.3,11096
The Bullfighters,1945,61,"Adventure,Comedy,Musical",IN,en,6.2,1516
Christmas in Connecticut,1945,101,"Comedy,Romance",IN,en,7.3,13047
Colonel Effingham's Raid,1946,72,Comedy,IN,en,5.9,469
Confidential Agent,1945,118,"Drama,Thriller",IN,en,6.5,1524
Conflict,1945,86,"Drama,Film-Noir,Mystery",IN,en,7.1,5258
Counter-Attack,1945,90,"Drama,War",IN,en,6.8,596
The Ghost Lady,1945,101,"Drama,Romance",IN,hi,6.8,61
Danger Signal,1945,78,"Crime,Drama,Film-Noir",IN,en,6.6,1177
Dead of Night,1945,77,"Drama,Fantasy,Horror",IN,en,7.5,15473
Detour,1945,66,"Crime,Drama,Film-Noir",IN,en,7.3,21359
Days and Nights,1945,90,"Drama,War",IN,en,6.5,35
The Enchanted Cottage,1945,91,"Drama,Fantasy,Romance",IN,en,7.5,3763
Children of Paradise,1945,189,"Drama,Romance",IN,en,8.3,22175
The House on 92nd Street,1945,88,"Crime,Drama,Film-Noir",IN,en,6.6,3487
I Didn't Do It,1945,97,"Comedy,Crime",IN,en,6.2,185
Incendiary Blonde,1945,113,"Biography,Crime,Drama",IN,en,6.6,440
"Ivan the Terrible, Part I",1944,95,"Biography,Drama,History",IN,en,7.6,11521
Johnny Angel,1945,79,"Crime,Drama,Film-Noir",IN,en,6.2,1371
Marked for Murder,1945,58,"Drama,Western",IN,en,5.0,87
Mildred Pierce,1945,111,"Crime,Drama,Film-Noir",IN,hi,7.9,30644
Miss Susie Slagle's,1946,88,Drama,IN,en,6.3,162
Münchnerinnen,1949,86,Comedy,IN,en,4.8,15
Nob Hill,1945,95,"Drama,Musical,Romance",IN,en,6.3,351
"Objective, Burma!",1945,142,"Action,Adventure,Drama",IN,en,7.3,5838
On Stage Everybody,1945,75,Musical,IN,en,6.5,36
Our Vines Have Tender Grapes,1945,105,"Drama,Family",IN,en,7.6,2557
Pride of the Marines,1945,120,"Biography,Drama,Romance",IN,en,7.3,1770
San Antonio,1945,109,Western,IN,en,6.3,2020
Scarlet Street,1945,102,"Crime,Drama,Film-Noir",IN,en,7.7,20741
Shadows of Death,1945,59,"Drama,Western",IN,en,5.9,105
Spellbound,1945,111,"Drama,Film-Noir,Mystery",IN,en,7.5,55673
The Stork Club,1945,98,"Comedy,Musical,Romance",IN,en,6.3,827
A Thousand and One Nights,1945,93,"Adventure,Comedy,Fantasy",IN,en,6.0,780
Three in the Saddle,1945,61,"Drama,Western",IN,en,6.1,38
Thrill of a Romance,1945,105,"Comedy,Musical,Romance",IN,en,6.4,964
Tokyo Rose,1946,69,"Adventure,War",IN,en,5.6,66
Come Back to Sorrento,1945,95,"Comedy,Musical",IN,en,5.7,25
The True Glory,1945,87,"Documentary,War",IN,en,7.0,681
The Valley of Decision,1945,119,"Drama,Romance",IN,en,7.3,2614
The Wicked Lady,1945,97,"Adventure,Drama,Romance",IN,en,6.8,1800
The Woman in Green,1945,68,"Crime,Drama,Horror",IN,hi,6.6,7449
"Sanshiro Sugata, Part Two",1945,83,"Action,Adventure,Drama",IN,en,6.0,3005
I See a Dark Stranger,1946,98,"Comedy,Drama,Thriller",IN,en,6.9,1973
Anmol Ghadi,1946,122,"Drama,Musical,Romance",IN,en,7.2,95
The Big Sleep,1946,114,"Crime,Drama,Film-Noir",IN,en,7.9,94285
Black Angel,1946,81,"Adventure,Crime,Drama",IN,en,6.9,4224
Blithe Spirit,1945,96,"Comedy,Fantasy",IN,en,7.0,8980
The Blue Dahlia,1946,96,"Crime,Drama,Film-Noir",IN,en,7.1,10246
"A Boy, a Girl and a Dog",1946,75,"Action,Drama,War",IN,hi,6.6,99
Caesar and Cleopatra,1945,123,"Biography,Comedy,Drama",IN,en,6.2,3386
Cloak and Dagger,1946,106,"Adventure,Drama,Film-Noir",IN,en,6.6,3830
The Crimson Ghost,1946,167,"Action,Adventure,Crime",IN,en,6.7,582
Deception,1946,115,"Drama,Music,Romance",IN,en,7.1,4510
Dharti Ke Lal,1950,125,"Drama,History",IN,\N,6.3,27
Devil in the Flesh,1947,122,"Drama,Romance",IN,en,7.0,949
Dr. Kotnis Ki Amar Kahani,1946,124,"Biography,Drama,War",IN,\N,6.7,104
Easy to Wed,1946,110,"Comedy,Romance",IN,en,6.1,992
Gilda,1946,110,"Drama,Film-Noir,Romance",IN,en,7.6,37897
Great Expectations,1946,118,"Adventure,Drama,Mystery",IN,en,7.8,27839
Green for Danger,1946,91,"Comedy,Crime,Mystery",IN,en,7.4,6098
Holiday in Mexico,1946,128,"Comedy,Musical,Romance",IN,en,6.0,565
It's a Wonderful Life,1946,130,"Drama,Family,Fantasy",IN,hi,8.6,536625
Journey Together,1945,80,"Action,Adventure,Drama",IN,en,6.5,307
The Killers,1946,103,"Crime,Drama,Film-Noir",IN,en,7.7,25450
Little Mister Jim,1946,92,"Comedy,Drama,Romance",IN,en,5.7,128
Make Mine Music,1946,75,"Adventure,Animation,Comedy",IN,hi,6.1,5393
The Man I Love,1946,96,"Drama,Film-Noir,Music",IN,en,6.6,1710
A Matter of Life and Death,1946,104,"Drama,Fantasy,Romance",IN,en,8.0,27230
While the Door Was Locked,1946,89,Drama,IN,en,7.0,276
Mr. Ace,1946,84,"Action,Drama,Romance",IN,en,6.0,248
My Darling Clementine,1946,97,"Drama,Romance,Western",IN,en,7.7,27838
Night Editor,1946,68,"Crime,Drama,Film-Noir",IN,en,6.7,1180
Nocturne,1946,87,"Crime,Drama,Film-Noir",IN,en,6.5,1909
Notorious,1946,102,"Drama,Film-Noir,Mystery",IN,en,7.9,112411
Paisan,1946,120,"Drama,War",IN,en,7.6,10389
The Razor's Edge,1946,145,"Drama,Romance",IN,en,7.3,7239
Rendezvous 24,1946,70,"Drama,War",IN,en,6.9,33
"Rome, Open City",1945,103,"Drama,Thriller,War",IN,en,8.0,33330
Shahjehan,1946,121,"Drama,History,Romance",IN,ur,7.2,47
Six Hours to Lose,1947,90,Drama,IN,en,5.8,30
Song of the South,1946,94,"Animation,Comedy,Family",IN,en,6.9,16208
The Stranger,1946,95,"Crime,Drama,Film-Noir",IN,en,7.3,30286
Temptation,1946,98,"Drama,Film-Noir,Romance",IN,en,6.5,449
That Texas Jamboree,1946,67,"Musical,Western",IN,en,5.7,59
Three Strangers,1946,92,"Crime,Drama,Film-Noir",IN,en,6.9,2812
Revenge,1946,90,Drama,IN,en,5.5,56
Valmiki,1946,98,Drama,IN,\N,6.7,29
The Verdict,1946,86,"Crime,Drama,Film-Noir",IN,en,7.2,3162
In the Name of Life,1947,99,Drama,IN,en,6.4,34
Private Karlsson on Leave,1947,106,Comedy,IN,en,4.3,87
Aaj Aur Kal,1947,\N,"Comedy,Sci-Fi",IN,\N,4.3,18
Monelle,1948,93,"Drama,Music,Romance",IN,en,6.9,238
Angel and the Badman,1947,100,"Drama,Romance,Western",IN,en,6.8,7219
Antoine & Antoinette,1947,84,"Comedy,Drama",IN,en,7.3,1219
Una aventura en la noche,1948,\N,"Crime,Mystery,Romance",IN,en,6.5,54
Black Narcissus,1947,101,Drama,IN,en,7.7,30452
Blanche Fury,1948,90,"Crime,Drama,Mystery",IN,en,6.7,1228
Bola ao Centro,1947,94,Drama,IN,en,4.3,8
Brighton Rock,1948,92,"Crime,Drama,Film-Noir",IN,en,7.3,7460
Brute Force,1947,98,"Crime,Drama,Film-Noir",IN,en,7.5,12492
Cartas marcadas,1948,92,"Comedy,Romance",IN,en,7.5,76
Chittor Vijay,1947,\N,\N,IN,en,7.8,23
The Crimson Key,1947,76,"Action,Crime,Mystery",IN,en,6.5,157
Dark Passage,1947,106,"Drama,Film-Noir,Thriller",IN,en,7.5,23522
Dead Reckoning,1946,100,"Crime,Drama,Film-Noir",IN,en,7.0,9645
Desire Me,1947,91,"Drama,Romance,War",IN,en,6.1,1080
Dil-Ki-Rani (Sweet-Heart),1947,130,"Comedy,Romance",IN,hi,7.4,75
The Kneeling Goddess,1947,107,"Crime,Drama,Mystery",IN,en,7.0,486
Mr. District Attorney,1947,81,"Crime,Drama,Film-Noir",IN,en,6.4,308
A Double Life,1947,104,"Crime,Drama,Film-Noir",IN,hi,6.9,4291
Escape Me Never,1947,104,"Drama,Romance",IN,en,5.9,740
The Farmer's Daughter,1947,97,"Comedy,Drama,Romance",IN,en,7.2,3154
Fun and Fancy Free,1947,73,"Adventure,Animation,Comedy",IN,en,6.3,10268
Gas House Kids Go West,1947,62,"Adventure,Comedy,Sport",IN,en,5.7,67
Good News,1947,93,"Comedy,Musical,Romance",IN,hi,6.7,2948
Green Dolphin Street,1947,141,"Adventure,Drama,Romance",IN,en,6.8,1973
Gunfighters,1947,87,"Drama,Western",IN,en,6.3,1017
Hungry Hill,1947,92,Drama,IN,en,6.1,611
Intrigue,1947,90,"Adventure,Crime,Drama",IN,en,5.8,280
It Happened on Fifth Avenue,1947,116,"Comedy,Music,Romance",IN,en,7.6,7082
Jail Yatra,1947,\N,\N,IN,\N,7.4,13
Johnny O'Clock,1947,96,"Crime,Drama,Film-Noir",IN,en,6.8,2987
Joyu,1947,115,Drama,IN,en,7.1,36
Keeper of the Bees,1947,68,Drama,IN,en,5.3,49
Killer McCoy,1947,104,Drama,IN,en,6.6,547
Kiss of Death,1947,99,"Crime,Drama,Film-Noir",IN,en,7.4,10304
Life with Father,1947,118,"Comedy,Family",IN,en,7.1,6884
Life in the Finn Woods,1947,92,"Drama,Romance",IN,en,5.1,46
The Marauders,1947,63,"Drama,Western",IN,en,6.4,183
Miracle on 34th Street,1947,96,"Comedy,Drama,Family",IN,en,7.9,58477
My Wild Irish Rose,1947,101,"Biography,Musical",IN,en,6.3,446
Neel Kamal,1947,116,"Drama,Musical,Romance",IN,\N,7.8,94
Night Unto Night,1949,84,"Drama,Romance",IN,en,5.8,553
Nightmare Alley,1947,110,"Drama,Film-Noir",IN,en,7.7,14228
Nora Prentiss,1947,111,"Drama,Film-Noir",IN,en,7.1,2372
Out of the Past,1947,97,"Crime,Drama,Film-Noir",IN,en,8.0,43343
May God Forgive Me,1948,97,Drama,IN,en,6.3,64
The Red House,1947,100,"Drama,Film-Noir,Mystery",IN,en,6.7,5479
The Holy Queen,1947,110,"Adventure,Drama,History",IN,en,6.2,44
Repeat Performance,1947,91,"Crime,Drama,Fantasy",IN,en,6.8,2282
Road to Rio,1947,100,"Adventure,Comedy,Musical",IN,hi,6.9,3671
The Romance of Rosy Ridge,1947,105,"Drama,Romance,Western",IN,en,7.0,794
The Secret Life of Walter Mitty,1947,110,"Comedy,Fantasy,Romance",IN,en,6.9,7396
Shoot to Kill,1947,64,"Crime,Drama,Film-Noir",IN,en,5.5,729
"Sinbad, the Sailor",1947,116,"Adventure,Family,Fantasy",IN,en,6.1,2460
The Son of Rusty,1947,69,"Drama,Family",IN,en,6.2,125
Soy charro de Rancho Grande,1947,79,"Comedy,Drama",IN,en,7.4,41
The Two Mrs. Carrolls,1947,99,"Crime,Drama,Film-Noir",IN,en,6.8,5373
Unconquered,1947,146,"Adventure,Drama,History",IN,en,6.9,3194
The Unfaithful,1947,109,"Crime,Drama,Film-Noir",IN,en,6.8,1728
The Unsuspected,1947,103,"Drama,Film-Noir,Mystery",IN,en,7.2,3886
The Voice of the Turtle,1947,103,"Comedy,Romance",IN,en,6.8,876
Voyage surprise,1947,80,Comedy,IN,en,7.0,103
The Web,1947,87,"Crime,Drama,Film-Noir",IN,en,7.1,1668
Welcome Stranger,1947,107,Comedy,IN,en,6.8,367
The Woman in the Hall,1947,93,Drama,IN,en,6.4,184
The Woman on the Beach,1947,71,"Crime,Drama,Film-Noir",IN,en,6.4,2814
Aag,1948,138,"Musical,Romance",IN,en,7.0,438
Abhimanyu,1948,152,"Drama,War",IN,\N,8.2,8
Amar Prem,1948,\N,Drama,IN,\N,8.1,44
B.F.'s Daughter,1948,108,"Drama,Romance",IN,en,6.2,919
The Big Clock,1948,95,"Crime,Drama,Film-Noir",IN,en,7.6,10629
The Black Arrow,1948,76,"Action,Adventure,History",IN,en,6.1,502
Call Northside 777,1948,112,"Drama,Film-Noir",IN,en,7.4,11212
Chandra,1948,207,Drama,IN,en,7.2,47
Design for Death,1947,48,Documentary,IN,en,5.8,55
Dream Girl,1948,85,"Comedy,Romance",IN,en,5.4,184
Easter Parade,1948,103,"Musical,Romance",IN,en,7.3,11795
Fighting Father Dunne,1948,93,"Action,Biography,Crime",IN,en,6.6,267
