primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,language
Sanam Bewafa,1991,160,"Drama,Romance",5.2,1620,hi
Saugandh,1991,153,"Action,Drama,Romance",5.4,1110,hi
Showdown in Little Tokyo,1991,79,"Action,Comedy,Crime",6.1,21995,hi
The Silence of the Lambs,1991,118,"Crime,Drama,Horror",8.6,1674520,hi
Sleeping with the Enemy,1991,99,"Drama,Thriller",6.3,69999,hi
Surviving Desire,1992,53,"Comedy,Drama,Romance",7.2,1922,hi
Switch,1991,103,"Comedy,Fantasy",5.8,11105,hi
Terminator 2: Judgment Day,1991,137,"Action,Adventure,Sci-Fi",8.6,1256531,hi
Thelma & Louise,1991,130,"Adventure,Crime,Drama",7.6,188227,hi
Turtle Beach,1992,90,"Drama,Thriller",4.7,421,hi
White Palace,1990,103,"Drama,Romance",6.5,9540,hi
Whore,1991,85,Drama,5.6,4819,hi
Aladdin,1992,90,"Adventure,Animation,Comedy",8.0,492870,hi
Alien³,1992,114,"Action,Horror,Sci-Fi",6.4,347264,hi
American Streetfighter,1992,89,"Action,Thriller",3.6,302,hi
Dreaming About You,1992,90,"Comedy,Romance",5.8,551,hi
Basic Instinct,1992,127,"Drama,Mystery,Romance",7.1,237688,bn
Batman Returns,1992,126,"Action,Crime,Fantasy",7.1,345379,bn
Beethoven,1992,87,"Comedy,Drama,Family",5.7,80077,hi
The Bodyguard,1992,129,"Drama,Music,Romance",6.4,156487,hi
Dead Alive,1992,104,"Comedy,Fantasy,Horror",7.5,108456,hi
Buffy the Vampire Slayer,1992,86,"Action,Comedy,Fantasy",5.7,52985,hi
Candyman,1992,99,"Horror,Thriller",6.7,107929,hi
Captain America,1990,97,"Action,Adventure,Sci-Fi",3.3,15876,hi
Céline,1992,88,Drama,7.0,715,hi
Chaplin,1992,143,"Biography,Comedy,Drama",7.5,64857,hi
Chechu y familia,1992,81,Comedy,4.5,194,hi
City of Joy,1992,132,"Crime,Drama",6.5,5905,hi
Consenting Adults,1992,99,"Crime,Drama,Mystery",5.7,8766,hi
All Ladies Do It,1992,97,"Comedy,Drama",5.2,7406,hi
Cronos,1992,94,"Drama,Fantasy,Horror",6.7,35450,hi
Dark Horse,1992,98,"Drama,Family",6.8,931,hi
Death Becomes Her,1992,104,"Comedy,Fantasy,Horror",6.7,147199,hi
Dharavi,1992,120,"Crime,Drama",7.3,392,hi
Double X: The Name of the Game,1992,97,"Crime,Drama,Thriller",4.1,247,hi
Far and Away,1992,140,"Adventure,Drama,Romance",6.6,71512,hi
Damage,1992,111,"Drama,Romance",6.7,22032,hi
FernGully: The Last Rainforest,1992,76,"Adventure,Animation,Family",6.6,36480,hi
A Few Good Men,1992,138,"Drama,Thriller",7.7,308748,bn
Forever Young,1992,102,"Drama,Romance,Sci-Fi",6.4,51933,hi
Geet,1992,151,Drama,5.9,80,hi
Gladiator,1992,101,"Action,Drama,Sport",6.5,11502,hi
Glengarry Glen Ross,1992,100,"Crime,Drama,Mystery",7.7,124481,hi
The Hand That Rocks the Cradle,1992,110,"Drama,Thriller",6.7,53164,hi
Black Cat 2,1992,90,"Action,Crime,Thriller",5.2,366,hi
Hellraiser III: Hell on Earth,1992,97,Horror,5.5,37427,hi
Home Alone 2: Lost in New York,1992,120,"Adventure,Comedy,Crime",6.9,437390,hi
Honeymoon in Vegas,1992,96,"Comedy,Romance,Thriller",5.9,20144,hi
HouseSitter,1992,102,"Comedy,Romance",6.2,28299,hi
Howards End,1992,142,"Drama,Romance",7.4,38017,hi
Innocent Blood,1992,112,"Action,Comedy,Crime",6.2,11862,hi
"Jamón, Jamón",1992,95,"Comedy,Drama,Romance",6.4,16344,hi
Jeevan Ek Sanghursh,1990,159,Drama,4.5,241,hi
Supercop,1992,91,"Action,Comedy,Crime",7.0,26098,hi
Jo Jeeta Wohi Sikandar,1992,174,"Comedy,Drama,Romance",8.1,26681,hi
Khiladi,1992,157,"Action,Comedy,Musical",7.1,8842,hi
Khuda Gawah,1992,193,"Action,Adventure,Drama",6.6,2351,hi
Kuffs,1992,102,"Action,Comedy,Crime",5.9,12151,hi
Hard Boiled,1992,128,"Action,Crime,Thriller",7.7,57378,hi
The Last of the Mohicans,1992,112,"Action,Adventure,Drama",7.6,202106,hi
A League of Their Own,1992,128,"Comedy,Drama,Sport",7.4,127867,hi
Lethal Weapon 3,1992,118,"Action,Crime,Thriller",6.7,186125,hi
Erotic Ghost Story III,1992,94,"Fantasy,Horror,Thriller",5.2,365,hi
Little Nemo: Adventures in Slumberland,1989,85,"Adventure,Animation,Comedy",7.0,8740,hi
Lorenzo's Oil,1992,129,"Biography,Drama",7.3,25194,hi
Bitter Moon,1992,139,"Drama,Romance,Thriller",7.2,45361,hi
Malcolm X,1992,202,"Biography,Drama,History",7.7,108776,hi
Malizia 2000,1991,103,Drama,5.0,298,hi
Three Days of a Blind Girl,1993,88,"Drama,Horror,Thriller",5.7,404,hi
Memoirs of an Invisible Man,1992,99,"Comedy,Romance,Sci-Fi",6.0,28718,hi
Mere Sajana Saath Nibhana,1992,141,"Drama,Musical",4.6,188,hi
Mr. Saturday Night,1992,119,"Comedy,Drama",5.9,6565,hi
My Cousin Vinny,1992,120,"Comedy,Crime",7.6,153978,hi
Netherworld,1992,85,Horror,4.3,1409,hi
Nishchaiy,1992,146,"Action,Drama,Romance",4.4,696,hi
Of Mice and Men,1992,115,"Drama,Western",7.4,50346,hi
The Opposite Sex and How to Live with Them,1992,86,"Comedy,Romance",4.9,862,hi
Passenger 57,1992,84,"Action,Crime,Thriller",5.9,52896,hi
Patriot Games,1992,117,"Action,Thriller",6.8,126609,hi
Poison Ivy,1992,93,"Drama,Thriller",5.4,21211,hi
Pratikar,1991,150,"Action,Crime,Drama",4.3,150,hi
Ram Ke Naam,1992,90,Documentary,8.8,1016,hi
Reservoir Dogs,1992,99,"Crime,Thriller",8.3,1151337,hi
Roja,1992,137,"Drama,Musical,Romance",8.1,14579,hi
Sex and Zen,1991,99,"Comedy,Drama,Fantasy",5.5,3166,hi
Scent of a Woman,1992,156,Drama,8.0,359725,hi
School Ties,1992,106,Drama,6.9,28842,hi
Shola Aur Shabnam,1992,165,"Action,Comedy,Drama",6.5,1334,hi
Twin Dragons,1992,104,"Action,Comedy",6.4,13640,hi
Single White Female,1992,107,"Drama,Thriller",6.4,44944,hi
Sleepwalkers,1992,91,"Fantasy,Horror",5.4,26307,hi
Suryavanshi,1992,161,"Action,Fantasy,Horror",4.4,1360,hi
Tadipaar,1993,134,"Action,Drama",4.9,324,hi
Forbidden Homework,1992,80,"Comedy,Drama",5.2,297,hi
That Night,1992,89,"Drama,Romance",6.6,3418,hi
Thevar Magan,1992,145,"Action,Drama,Romance",8.7,8823,ta
Thunderheart,1992,119,"Crime,Mystery,Thriller",6.8,18904,hi
Tirangaa,1993,168,"Action,Drama,Thriller",6.8,2360,hi
Tom and Jerry: The Movie,1992,84,"Adventure,Animation,Comedy",5.5,12973,hi
Tokyo Decadence,1992,112,Drama,5.9,3881,hi
Toys,1992,118,"Adventure,Comedy,Drama",5.1,34760,hi
Under Siege,1992,103,"Action,Thriller",6.5,100742,hi
Unforgiven,1992,130,"Drama,Western",8.2,461426,hi
Universal Soldier,1992,102,"Action,Sci-Fi",6.1,100460,hi
Unlawful Entry,1992,111,"Crime,Drama,Thriller",6.4,21193,hi
Used People,1992,115,"Comedy,Drama,Romance",6.1,2098,hi
Wayne's World,1992,94,"Comedy,Music",7.0,179885,hi
Whispers in the Dark,1992,103,"Drama,Mystery,Thriller",5.6,2562,hi
Wild Orchid II: Two Shades of Blue,1991,111,"Drama,Romance",4.0,1973,hi
Yalgaar,1992,192,"Action,Drama,Thriller",5.5,563,hi
Aaina,1993,149,"Drama,Romance",6.1,814,hi
Aankhen,1993,170,"Action,Comedy,Crime",6.8,2535,hi
Aashik Aawara,1993,\N,Drama,4.8,414,hi
Addams Family Values,1993,94,"Comedy,Fantasy",6.9,120936,hi
Aadmi Khilona Hai,1993,158,"Drama,Romance",4.9,203,hi
The Adventures of Huck Finn,1993,108,"Adventure,Comedy,Drama",6.2,9719,hi
The Age of Innocence,1993,139,"Drama,Romance",7.2,72860,hi
Alive,1993,128,"Biography,Drama,Thriller",7.1,68014,hi
Anmol,1993,163,"Drama,Family,Romance",5.2,174,hi
Army of Darkness,1992,81,"Comedy,Horror",7.4,205487,hi
Baazigar,1993,175,"Crime,Drama,Musical",7.6,31562,hi
Bad Boy Bubby,1993,114,"Comedy,Crime,Drama",7.3,15833,hi
The Ballad of Little Jo,1993,121,"Drama,Romance,Western",6.7,1896,hi
Batman: Mask of the Phantasm,1993,76,"Action,Adventure,Animation",7.8,62053,hi
Beach Babes from Beyond,1993,75,"Comedy,Sci-Fi",3.7,1365,hi
Beyond Bedlam,1994,89,"Comedy,Horror,Mystery",3.2,573,hi
Blue,1993,79,"Biography,Drama",7.3,3103,hi
Body Snatchers,1993,87,"Horror,Sci-Fi",6.0,22638,hi
Body of Evidence,1993,99,"Drama,Thriller",4.6,17303,hi
Boxing Helena,1993,107,"Drama,Mystery,Romance",4.8,13794,hi
A Bronx Tale,1993,121,"Crime,Drama",7.8,178320,hi
Carlito's Way,1993,144,"Crime,Drama,Thriller",7.9,243925,hi
The Cement Garden,1993,101,Drama,7.0,5721,hi
Chinese Kamasutra,1994,85,"Fantasy,Romance",4.0,452,hi
Cliffhanger,1993,113,"Action,Adventure,Thriller",6.5,146384,hi
Cold Sweat,1993,93,"Drama,Romance,Thriller",4.6,734,hi
The Crush,1993,89,"Crime,Drama,Romance",5.8,24084,hi
Dalaal,1993,160,"Action,Crime,Drama",4.9,160,hi
Damini,1993,175,"Crime,Drama",7.8,4296,hi
The Dark Half,1993,122,"Horror,Mystery,Thriller",6.0,21586,hi
Dazed and Confused,1993,103,Comedy,7.6,212976,hi
I Don't Want to Talk About It,1993,102,"Drama,Romance",6.9,423,hi
Demolition Man,1993,115,"Action,Sci-Fi,Thriller",6.7,205715,hi
Doppelganger,1993,104,"Horror,Romance,Thriller",4.4,4500,hi
Falling Down,1993,113,"Crime,Drama,Thriller",7.5,221686,hi
Fatal Past,1994,87,"Drama,Thriller",4.2,178,hi
Fifty/Fifty,1992,101,"Action,Adventure,Comedy",5.7,963,hi
The Firm,1993,154,"Drama,Mystery,Thriller",6.9,158133,bn
Fit to Kill,1993,97,"Action,Crime,Drama",4.3,1541,hi
Free Willy,1993,112,"Adventure,Drama,Family",6.1,87646,hi
The Fugitive,1993,130,"Action,Crime,Drama",7.8,339664,hi
Godzilla vs. Mechagodzilla II,1993,105,"Action,Adventure,Drama",6.5,6505,hi
The Good Son,1993,87,"Drama,Thriller",6.4,48240,hi
Groundhog Day,1993,101,"Comedy,Drama,Fantasy",8.0,727874,hi
Hard Target,1993,97,"Action,Crime,Thriller",6.2,60119,ml
Hocus Pocus,1993,96,"Comedy,Family,Fantasy",6.9,170226,hi
Homeward Bound: The Incredible Journey,1993,84,"Adventure,Comedy,Drama",7.0,54494,hi
Hot Shots! Part Deux,1993,86,"Action,Comedy",6.6,102496,hi
The House of Pleasure,1994,81,Drama,4.4,308,hi
The House of the Spirits,1993,145,"Drama,Romance",6.9,26172,hi
Golden Balls,1993,95,"Comedy,Drama",6.1,4165,hi
Hum Hain Rahi Pyar Ke,1993,163,"Comedy,Drama,Romance",7.3,6643,hi
In the Line of Fire,1993,128,"Action,Crime,Drama",7.2,120898,hi
In the Name of the Father,1993,133,"Biography,Crime,Drama",8.1,199602,hi
Indecent Proposal,1993,117,"Drama,Romance",6.0,84480,hi
Jurassic Park,1993,127,"Action,Adventure,Sci-Fi",8.2,1150419,bn
Khalnayak,1993,190,"Action,Adventure,Crime",7.1,4111,hi
King Uncle,1993,171,"Comedy,Drama,Family",5.3,3325,hi
Last Action Hero,1993,130,"Action,Adventure,Comedy",6.5,171911,hi
Little Buddha,1993,123,Drama,6.2,18928,hi
Lootere,1993,156,"Action,Crime,Romance",5.3,385,hi
"Married People, Single Sex",1994,90,"Drama,Thriller",3.6,258,hi
Crazy Love,1993,77,"Comedy,Romance",5.4,774,hi
Daughter of Darkness,1993,96,"Comedy,Horror,Thriller",5.7,768,hi
Mother's Boys,1994,96,"Drama,Thriller",5.4,3886,hi
Mrs. Doubtfire,1993,125,"Comedy,Drama,Family",7.1,309289,hi
My Boyfriend's Back,1993,85,"Comedy,Fantasy,Horror",5.5,5437,hi
Naked,1993,131,"Comedy,Drama",7.7,47720,hi
The Nightmare Before Christmas,1993,76,"Adventure,Animation,Family",7.9,403035,hi
Nowhere to Run,1993,94,"Action,Drama,Romance",5.7,27567,hi
The Nutcracker,1993,92,"Family,Fantasy,Music",5.9,2714,hi
Padma Nadir Majhi,1993,126,Drama,8.2,1059,hi
Parampara,1993,155,"Action,Drama,Romance",5.0,1304,hi
The Pelican Brief,1993,141,"Crime,Drama,Mystery",6.6,102009,hi
A Perfect World,1993,138,"Crime,Drama,Thriller",7.5,92047,hi
Philadelphia,1993,125,Drama,7.7,270141,hi
Phool Aur Angaar,1993,146,"Action,Drama",5.9,288,hi
The Piano,1993,121,"Drama,Music,Romance",7.5,99755,hi
Point of No Return,1993,109,"Action,Crime,Drama",6.1,31589,hi
Prateeksha,1993,\N,"Action,Crime",5.5,50,hi
Prison Heat,1993,91,"Crime,Drama,Thriller",4.2,1078,hi
Rising Sun,1993,129,"Action,Crime,Drama",6.3,49775,hi
RoboCop 3,1993,104,"Action,Crime,Sci-Fi",4.2,57369,hi
The Queen of Beauty and the King of Thieves,1993,190,"Action,Drama,Musical",4.8,1097,hi
Rudy,1993,114,"Biography,Drama,Sport",7.5,73025,hi
The Sandlot,1993,101,"Comedy,Drama,Family",7.8,111727,hi
Save Me,1994,93,"Mystery,Thriller",4.2,1763,hi
Schindler's List,1993,195,"Biography,Drama,History",9.0,1553290,hi
Searching for Bobby Fischer,1993,109,"Biography,Drama,Sport",7.3,44767,hi
Flying Dagger,1993,86,"Comedy,Fantasy",6.0,591,hi
Sex for Sale,1993,82,"Action,Crime",5.2,636,hi
Sleepless in Seattle,1993,105,"Comedy,Drama,Romance",6.8,202205,hi
Sliver,1993,107,"Drama,Thriller",5.1,36696,hi
Stalingrad,1993,134,"Drama,War",7.5,39670,hi
Striking Distance,1993,102,"Action,Crime,Mystery",5.9,47339,hi
Super Mario Bros.,1993,104,"Adventure,Comedy,Family",4.2,66716,hi
The Seventh Horse of the Sun,1992,130,"Drama,Romance",7.9,1082,hi
The Vampire Wedding,1993,94,"Comedy,Fantasy,Horror",5.7,206,hi
Thiruda Thiruda,1993,140,"Action,Crime,Drama",7.1,1532,bn
This Boy's Life,1993,115,"Biography,Drama",7.3,61730,hi
Tombstone,1993,130,"Biography,Drama,History",7.8,186800,hi
Totally F***ed Up,1993,78,"Comedy,Drama,Romance",6.5,4946,hi
Three Colors: Blue,1993,98,"Drama,Music,Mystery",7.8,117039,hi
True Romance,1993,119,"Crime,Drama,Romance",7.9,256651,hi
Untamed Heart,1993,102,"Drama,Romance",6.8,16708,hi
We're Back! A Dinosaur's Story,1993,72,"Adventure,Animation,Comedy",6.0,16928,hi
What's Eating Gilbert Grape,1993,118,Drama,7.7,265526,hi
Woman of Desire,1994,97,"Drama,Mystery,Thriller",4.1,873,hi
Kung Fu Cult Master,1993,107,"Action,Fantasy,History",6.4,4372,hi
1942: A Love Story,1994,157,"Action,Drama,History",7.2,3832,hi
Ace Ventura: Pet Detective,1994,86,Comedy,6.9,345922,hi
Andaz Apna Apna,1994,160,"Action,Comedy,Romance",8.0,57366,hi
Baby's Day Out,1994,99,"Adventure,Comedy,Crime",6.2,59278,hi
Bad Girls,1994,99,"Action,Adventure,Drama",5.2,14137,hi
Bandit Queen,1994,119,"Biography,Crime,Drama",7.5,5726,kn
Barcelona,1994,101,"Comedy,Drama,Romance",7.0,6977,hi
Beverly Hills Cop III,1994,104,"Action,Comedy,Crime",5.5,98906,hi
Girls Unbutton,1994,89,"Comedy,Romance",4.8,271,hi
The Chase,1994,94,"Action,Adventure,Comedy",5.9,23096,hi
Naked Killer,1992,89,"Action,Crime,Thriller",5.9,2877,hi
Chungking Express,1994,102,"Comedy,Crime,Drama",7.9,107370,hi
Clean Slate,1994,107,"Comedy,Mystery",5.7,4343,hi
Clear and Present Danger,1994,141,"Action,Crime,Drama",6.9,114318,hi
Clerks,1994,92,Comedy,7.7,238521,hi
The Client,1994,119,"Crime,Drama,Mystery",6.7,81630,hi
Color of Night,1994,121,"Drama,Mystery,Romance",5.2,27138,hi
"Corrina, Corrina",1994,115,"Comedy,Drama,Romance",6.6,14934,hi
The Crow,1994,102,"Action,Crime,Drama",7.5,227245,hi
Darr,1993,178,"Action,Drama,Romance",7.6,26729,hi
Death Machine,1994,120,"Action,Horror,Sci-Fi",5.6,5323,hi
Death and the Maiden,1994,103,"Drama,Mystery,Thriller",7.2,28497,hi
Delta of Venus,1995,102,Drama,4.7,2496,hi
Dinosaur Island,1994,85,"Adventure,Comedy,Fantasy",4.0,1982,hi
Disclosure,1994,128,"Drama,Thriller",6.2,57304,hi
Dream Lover,1994,103,"Drama,Mystery,Thriller",6.2,7030,hi
Dumb and Dumber,1994,107,Comedy,7.3,436106,hi
Cold Water,1994,95,Drama,7.0,2435,hi
Ed Wood,1994,127,"Biography,Comedy,Drama",7.8,189969,hi
Eena Meena Deeka,1994,133,"Action,Comedy,Crime",4.6,414,hi
Embrace of the Vampire,1995,92,"Horror,Thriller",4.4,7397,hi
Exotica,1994,103,Drama,7.0,22109,hi
Eyes of the Serpent,1994,87,"Action,Adventure,Fantasy",3.7,192,hi
The Fantastic Four,1994,90,"Action,Adventure,Family",3.8,8667,hi
The Flintstones,1994,91,"Comedy,Family,Fantasy",5.0,90668,hi
Forrest Gump,1994,142,"Drama,Romance",8.8,2433520,hi
Four Weddings and a Funeral,1994,117,"Comedy,Drama,Romance",7.1,177337,hi
Gopi Kishan,1994,161,"Action,Comedy,Drama",5.8,1103,hi
Heavenly Creatures,1994,99,"Biography,Crime,Drama",7.2,70112,hi
Hong tian mi ling,1994,92,"Action,Thriller",5.7,55,hi
Hoop Dreams,1994,170,"Documentary,Drama,Sport",8.3,29200,hi
Hum Aapke Hain Koun..!,1994,206,"Comedy,Drama,Musical",7.5,23885,hi
Immortal Beloved,1994,121,"Biography,Drama,Music",7.4,27260,hi
Interview with the Vampire,1994,123,"Drama,Fantasy,Horror",7.5,370190,hi
It Could Happen to You,1994,101,"Comedy,Drama,Romance",6.4,47507,hi
Janmadaata,1994,145,"Drama,Family",6.6,7,hi
Kabhi Haan Kabhi Naa,1994,158,"Comedy,Drama,Music",7.6,20196,hi
Revolutionary,1994,147,"Action,Crime,Drama",7.4,2603,hi
Lassie,1994,94,"Adventure,Family",5.9,7010,hi
The Last Seduction,1994,110,"Crime,Drama,Romance",7.0,27913,hi
Legends of the Fall,1994,133,"Drama,Romance,War",7.5,195444,hi
The Lion King,1994,88,"Adventure,Animation,Drama",8.5,1228937,hi
The Little Rascals,1994,82,"Comedy,Family,Romance",6.3,60201,hi
Lost in Africa,1994,100,"Action,Adventure",5.3,285,hi
Léon: The Professional,1994,110,"Action,Crime,Drama",8.5,1325596,hi
Main Khiladi Tu Anari,1994,175,"Action,Comedy,Drama",6.5,6866,hi
Majha Chakula,1994,128,Drama,7.3,61,hi
The Mask,1994,101,"Comedy,Crime,Fantasy",7.0,458109,hi
Maverick,1994,127,"Action,Adventure,Comedy",7.0,124502,hi
Daughter of Darkness 2,1994,97,"Comedy,Thriller",5.5,531,hi
Milk Money,1994,110,"Comedy,Romance",5.7,13706,hi
Mohra,1994,177,"Action,Drama,Thriller",7.0,9115,hi
My Girl 2,1994,99,"Comedy,Drama,Family",5.3,21878,hi
Naked Gun 33 1/3: The Final Insult,1994,83,"Comedy,Crime",6.5,124681,hi
Naked in New York,1993,95,"Comedy,Romance",5.6,1832,hi
Natural Born Killers,1994,119,"Crime,Romance",7.2,263942,hi
Nell,1994,112,Drama,6.5,32157,hi
Nina Takes a Lover,1994,98,"Comedy,Drama,Romance",5.4,764,hi
No Escape,1994,118,"Action,Drama,Sci-Fi",6.1,23955,hi
Of Love and Shadows,1994,103,"Drama,Romance,Thriller",4.9,2603,hi
Once Were Warriors,1994,102,"Crime,Drama",7.9,38721,hi
The Paper,1994,112,"Comedy,Drama",6.7,16999,hi
A Passion to Kill,1994,95,"Drama,Mystery,Thriller",4.8,303,hi
Payback,1995,93,Thriller,5.7,960,hi
Play Time,1995,90,"Drama,Romance",5.8,655,hi
The Postman,1994,108,"Biography,Comedy,Drama",7.8,40843,hi
Paramaatma,1994,152,"Action,Drama,Fantasy",6.7,73,hi
Private Lessons: Another Story,1994,86,Drama,4.3,391,hi
Pulp Fiction,1994,154,"Crime,Drama",8.8,2380688,hi
Raja Babu,1994,161,"Comedy,Drama,Romance",6.4,3490,hi
Richie Rich,1994,95,"Comedy,Family",5.4,77826,hi
The River Wild,1994,111,"Adventure,Crime,Thriller",6.5,53289,hi
The Silences of the Palace,1994,116,Drama,7.3,1198,hi
Sangharsh,1999,127,"Action,Crime,Drama",6.7,6090,hi
The Santa Clause,1994,97,"Comedy,Drama,Family",6.6,142081,hi
Sasarche Dhotar,1994,144,Comedy,8.4,57,hi
Scorned,1993,100,"Drama,Thriller",5.2,2522,hi
Secret Games 3,1995,87,"Drama,Thriller",4.7,664,hi
Serial Mom,1994,95,"Comedy,Crime,Thriller",6.8,37151,hi
The Other Man,1994,96,Thriller,3.9,414,hi
Shallow Grave,1994,89,"Crime,Drama,Thriller",7.2,69825,ta
The Shawshank Redemption,1994,142,Drama,9.3,3115919,hi
I Wanna Be Your Man,1994,96,Romance,6.1,30,hi
Sirens,1994,98,"Comedy,Drama,Romance",5.9,12057,hi
Sister My Sister,1994,86,"Drama,Thriller",6.5,3955,hi
Sleep with Me,1994,86,"Comedy,Drama,Romance",5.7,2935,hi
Foxy Lady,1992,82,Thriller,4.4,778,hi
Rock and Roll Fantasy,1994,91,"Comedy,Romance",3.5,224,hi
The Smile,1994,85,"Comedy,Drama",5.6,790,hi
Spanking the Monkey,1994,100,"Comedy,Drama",6.3,7012,hi
The Specialist,1994,110,"Action,Drama,Thriller",5.6,72581,hi
Speed,1994,116,"Action,Adventure,Thriller",7.3,415707,hi
Star Trek: Generations,1994,118,"Action,Adventure,Mystery",6.6,90181,hi
Stargate,1994,121,"Action,Adventure,Sci-Fi",7.0,215727,hi
Street Fighter,1994,102,"Action,Adventure,Comedy",4.1,78881,hi
Swaham,1994,141,Drama,7.4,240,hi
The Tit and the Moon,1994,90,"Comedy,Romance",6.3,3637,hi
Threesome,1994,93,"Comedy,Drama,Romance",6.3,14180,hi
Timecop,1994,99,"Action,Crime,Sci-Fi",5.9,68316,hi
True Lies,1994,141,"Action,Comedy,Thriller",7.3,296537,hi
Three Colors: White,1994,92,"Comedy,Drama,Romance",7.6,84254,hi
Drunken Master II,1994,102,"Action,Comedy",7.5,50999,hi
Undefeatable,1993,95,"Action,Crime,Thriller",4.5,2825,hi
Unishe April,1994,138,Drama,7.7,633,bn
The Voyeur,1994,98,"Drama,Romance",5.5,4329,hi
Vazir,2015,\N,"Action,Crime,Drama",8.2,71,hi
Vijaypath,1994,163,"Action,Drama,Musical",5.1,899,hi
New Nightmare,1994,112,"Fantasy,Horror,Mystery",6.4,68606,hi
Wolf,1994,125,"Drama,Horror,Romance",6.3,63502,hi
Wyatt Earp,1994,191,"Adventure,Biography,Drama",6.7,58408,hi
Yaar Gaddar,1994,155,"Action,Drama,Mystery",3.8,257,hi
Yankee Zulu,1993,100,"Comedy,Drama",6.4,2084,hi
Yeh Dillagi,1994,155,"Comedy,Drama,Musical",5.9,4901,hi
Aao Pyaar Karen,1994,141,Romance,3.6,249,hi
Ab Insaf Hoga,1995,125,"Action,Drama",5.3,51,hi
Ace Ventura: When Nature Calls,1995,90,"Adventure,Comedy,Crime",6.4,245276,hi
The Affair,1995,81,"Drama,Romance",4.5,259,hi
The American President,1995,114,"Comedy,Drama,Romance",6.9,62965,hi
Angels and Insects,1995,116,"Drama,Romance",6.8,5047,hi
Apollo 13,1995,140,"Adventure,Drama,History",7.7,331197,hi
Assassins,1995,133,"Action,Crime,Thriller",6.3,91312,hi
An Awfully Big Adventure,1995,112,"Comedy,Drama,Romance",5.8,3186,hi
The Baby-Sitters Club,1995,94,"Comedy,Drama,Family",5.7,6926,hi
The Babysitter,1995,90,"Drama,Thriller",4.3,6379,hi
Bad Boys,1995,119,"Action,Comedy,Crime",6.8,310151,hi
My Teacher's Wife,1999,89,"Comedy,Romance",5.5,2188,hi
Ballistic,1995,96,"Action,Thriller",4.5,355,hi
The Basketball Diaries,1995,102,"Biography,Crime,Drama",7.3,129568,hi
Batman Forever,1995,121,"Action,Adventure",5.5,278801,gu
Before Sunrise,1995,101,"Comedy,Drama,Romance",8.1,368023,hi
Bombay,1995,130,"Drama,Musical,Romance",8.1,14937,te
Braveheart,1995,178,"Biography,Drama,War",8.3,1144516,hi
The Bridges of Madison County,1995,135,"Drama,Romance",7.6,94820,hi
Sex & the Other Man,1995,89,"Comedy,Drama",4.5,611,hi
Casino,1995,178,"Crime,Drama",8.2,605718,hi
Casper,1995,100,"Comedy,Family,Fantasy",6.2,157154,bn
Circle of Friends,1995,103,"Drama,Romance",6.6,9610,hi
Clueless,1995,97,"Comedy,Romance",6.9,271304,hi
Congo,1995,109,"Action,Adventure,Mystery",5.3,51488,hi
Copycat,1995,123,"Drama,Mystery,Thriller",6.6,81828,hi
Criminal,1994,123,"Action,Romance,Thriller",5.7,610,hi
Crimson Tide,1995,116,"Action,Drama,Thriller",7.4,133540,hi
Desperado,1995,104,"Action,Crime,Drama",7.1,205952,hi
Die Hard with a Vengeance,1995,128,"Action,Adventure,Thriller",7.6,425020,hi
Dilwale Dulhania Le Jayenge,1995,181,"Drama,Romance",8.0,82939,hi
Diya Aur Toofan,1995,\N,"Action,Drama,Thriller",4.3,76,hi
Don Juan DeMarco,1994,97,"Comedy,Drama,Romance",6.7,54800,hi
The Don,1995,135,"Action,Crime,Drama",4.8,145,hi
The Doom Generation,1995,83,"Comedy,Crime,Drama",6.2,19463,hi
Fallen Angels,1995,99,"Comedy,Crime,Drama",7.5,58355,hi
Dushmani: A Violent Love Story,1995,156,"Action,Drama,Romance",4.9,343,hi
Electra,1996,87,"Action,Sci-Fi,Thriller",3.4,1080,hi
Empire Records,1995,90,"Comedy,Drama,Music",6.7,68251,hi
Far from Home: The Adventures of Yellow Dog,1995,81,"Adventure,Family",6.3,3474,hi
P.O.Box Tinto Brass,1995,81,Comedy,5.1,2125,hi
A Single Girl,1995,90,Drama,6.6,2073,hi
First Knight,1995,134,"Action,Adventure,Drama",6.0,81803,hi
Fluke,1995,96,"Drama,Family,Fantasy",6.6,8006,hi
Frank and Ollie,1995,89,Documentary,7.6,1163,hi
French Kiss,1995,111,"Comedy,Drama,Romance",6.6,55951,hi
Friday,1995,91,"Comedy,Drama",7.2,134183,hi
Friend of the Family,1995,103,Drama,4.5,1217,hi
French Twist,1995,104,"Comedy,Romance",6.4,5564,hi
Godzilla vs. Destoroyah,1995,103,"Action,Drama,Horror",6.9,8301,ta
GoldenEye,1995,130,"Action,Adventure,Thriller",7.2,281114,hi
A Goofy Movie,1995,78,"Adventure,Animation,Comedy",7.0,68278,hi
